Animal type,Country,Weight kg,Body Length cm,Gender,Animal code,Latitude,Longitude,Animal name,Observation date,Data compiled by
red squirrel,Czech,0.335,20.0,male,0.0,49.938958,14.181258,Bob Bobson,21.03.2024,John Johnson
red squirrel,Slovakia,0.273,23.0,male,0.0,48.185898,17.090683,Bob Bobson,21.03.2024,John Johnson
red squirrel,Slovakia,0.33,19.0,male,0.0,48.186672,17.091508,Bob Bobson,21.03.2024,John Johnson
red squirrel,Slovakia,0.329,19.0,female,0.0,48.18685,17.091228,Bob Bobson,21.03.2024,John Johnson
hedgehog,Hungary,1.1,18.0,male,0.0,48.503062,20.551698,Bob Bobson,22.03.2024,Anne Anthony
red squirrel,DE,0.306,23.0,male,0.0,52.584352,13.148089,Bob Bobson,22.03.2024,Bob Bobson
red squirrel,Germany,0.334,19.0,male,0.0,52.587863,13.147785,Bob Bobson,22.03.2024,Bob Bobson
red squirrel,Germany,0.334,21.0,male,0.0,52.587734,13.151378,Bob Bobson,22.03.2024,Bob Bobson
red squirrel,Germany,0.329,19.0,female,0.0,52.582754,13.145364,Bob Bobson,22.03.2024,Bob Bobson
red squirrel,Germany,0.317,22.0,male,0.0,52.585517,13.150878,Bob Bobson,22.03.2024,Bob Bobson
red squirrel,Germany,0.267,21.0,female,0.0,52.588834,13.15192,Bob Bobson,22.03.2024,Bob Bobson
hedgehog,Czech Republic,0.6,21.0,female,0.0,49.939062,14.17875,Bob Bobson,22.03.2024,John Johnson
hedgehog,CZ,1.1,21.0,male,0.0,49.939165,14.182528,Bob Bobson,22.03.2024,John Johnson
hedgehog,Czech Republic,0.7,18.0,female,0.0,49.937562,14.181101,Bob Bobson,22.03.2024,John Johnson
hedgehog,Czech Republic,1.2,23.0,male,0.0,49.939201,14.178923,Bob Bobson,22.03.2024,John Johnson
hedgehog,HU,0.6,19.0,female,0.0,48.503498,20.539662,Bob Bobson,23.03.2024,Anne Anthony
hedgehog,Hungary,0.8,25.0,male,0.0,48.509298,20.551977,Bob Bobson,23.03.2024,Anne Anthony
hedgehog,Hungary,0.4,15.0,female,0.0,48.506206,20.565308,Bob Bobson,23.03.2024,Anne Anthony
hedgehog,Hungary,1.1,22.0,male,0.0,48.50509,20.539448,Bob Bobson,23.03.2024,Anne Anthony
hedgehog,Poland,0.8,20.0,female,0.0,52.215039,21.032591,Bob Bobson,23.03.2024,Anne Anthony
hedgehog,Poland,0.5,19.0,female,0.0,52.215085,21.034198,Bob Bobson,23.03.2024,Anne Anthony
red squirrel,Poland,0.348,20.0,female,0.0,50.04186,19.950192,Bob Bobson,23.03.2024,Anne Anthony
red squirrel,Hungary,0.301,18.0,male,0.0,47.51026,18.947838,Bob Bobson,23.03.2024,Anne Anthony
hedgehog,Czech Republic,0.7,20.0,female,0.0,49.937454,14.182121,Bob Bobson,23.03.2024,John Johnson
hedgehog,Czech Republic,1.0,21.0,female,0.0,49.937788,14.180368,Bob Bobson,23.03.2024,John Johnson
red squirrel,PL,0.286,20.0,female,0.0,50.04113,19.949698,Bob Bobson,24.03.2024,Anne Anthony
red squirrel,Poland,0.282,21.0,female,0.0,50.041522,19.950563,Zuzia,24.03.2024,Anne Anthony
hedgehog,Austria,0.8,18.0,male,0.0,47.781882,14.384802,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Austria,0.6,19.0,male,0.0,47.781019,14.385089,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Austria,0.5,20.0,male,0.0,47.319782,11.190836,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Austria,0.6,16.0,female,0.0,47.32002,11.18557,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Austria,0.6,20.0,male,0.0,47.318793,11.185855,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Austria,1.1,23.0,female,0.0,47.316963,11.188761,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,DE,0.8,16.0,male,0.0,52.582072,13.149185,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Germany,1.2,23.0,male,0.0,52.58572,13.148613,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Germany,0.7,19.0,female,0.0,52.587827,13.148164,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Germany,1.2,22.0,male,0.0,52.587058,13.149675,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Germany,0.7,16.0,female,0.0,52.587539,13.146575,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Germany,0.6,25.0,male,0.0,52.587183,13.146661,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Germany,1.0,24.0,male,0.0,52.586487,13.150015,Bob Bobson,24.03.2024,Bob Bobson
red squirrel,Germany,0.313,23.0,female,0.0,52.588779,13.147948,Bob Bobson,24.03.2024,Bob Bobson
red squirrel,Germany,0.268,21.0,male,0.0,52.587089,13.151807,Bob Bobson,24.03.2024,Bob Bobson
red squirrel,Austria,0.323,21.0,male,0.0,47.781847,14.386835,Bob Bobson,24.03.2024,Bob Bobson
red squirrel,Austria,0.272,20.0,female,0.0,47.781296,14.383799,Bob Bobson,24.03.2024,Bob Bobson
red squirrel,Austria,0.34,20.0,male,0.0,47.781538,14.384561,Bob Bobson,24.03.2024,Bob Bobson
red squirrel,Austria,0.332,18.0,female,0.0,47.781345,14.382936,Bob Bobson,24.03.2024,Bob Bobson
red squirrell,Germany,0.286,19.0,female,0.0,52.582658,13.148057,Bob Bobson,24.03.2024,Bob Bobson
hedgehog,Czech Republic,0.8,18.0,male,0.0,49.938688,14.179603,Bob Bobson,24.03.2024,John Johnson
red squirrel,Czech Republic,0.336,22.0,female,0.0,49.939212,14.180839,Bob Bobson,24.03.2024,John Johnson
red squirrel,Slovakia,0.2,14.0,female,0.0,48.186611,17.090271,Bob Bobson,24.03.2024,John Johnson
hedgehog,Poland,0.9,22.0,female,0.0,52.214494,21.033154,Bob Bobson,25.03.2024,Anne Anthony
hedgehog,Poland,1.0,21.0,male,0.0,52.214419,21.033441,Bob Bobson,25.03.2024,Anne Anthony
red squirrel,Czech Republic,0.336,23.0,male,0.0,49.939262,14.179613,Bob Bobson,25.03.2024,John Johnson
red squirrel,Slovakia,0.254,18.0,male,0.0,48.239854,17.086693,Bob Bobson,25.03.2024,John Johnson
red squirrel,Slovakia,0.294,23.0,male,0.0,48.22668,17.081529,Bob Bobson,25.03.2024,John Johnson
red squirrel,Slovakia,0.265,22.0,female,0.0,48.23862,17.074393,Bob Bobson,25.03.2024,John Johnson
red squirrel,Poland,0.31,24.0,male,0.0,50.041235,19.951284,Bob Bobson,26.03.2024,Anne Anthony
red squirrel,Hungary,-0.251,20.0,female,0.0,47.508618,18.944915,Bob Bobson,26.03.2024,Anne Anthony
hedgehog,Czech Republic,0.7,16.0,male,0.0,49.93915,14.179388,Bob Bobson,26.03.2024,John Johnson
hedgehog,Czech Republic,0.6,17.0,female,0.0,49.938346,14.18024,Bob Bobson,26.03.2024,John Johnson
hedgehog,Poland,1.1,20.0,female,0.0,52.214766,21.030532,Bob Bobson,27.03.2024,Anne Anthony
red squirrel,Poland,0.336,19.0,male,0.0,50.041489,19.950768,Lolek,27.03.2024,Anne Anthony
hedgehog,Germany,0.7,23.0,female,0.0,52.587532,13.152361,Bob Bobson,27.03.2024,Bob Bobson
hedgehog,DE,0.7,17.0,male,0.0,48.161584,11.494938,Bob Bobson,27.03.2024,Bob Bobson
hedgehog,Germany,0.9,18.0,female,0.0,48.160459,11.493142,Bob Bobson,27.03.2024,Bob Bobson
hedgehog,Germany,0.5,20.0,male,0.0,48.160834,11.489874,Bob Bobson,27.03.2024,Bob Bobson
hedgehog,Czech Republic,0.5,16.0,male,0.0,49.938845,14.182246,Bob Bobson,27.03.2024,John Johnson
hedgehog,Czech Republic,0.8,17.0,female,0.0,49.938959,14.180078,Bob Bobson,27.03.2024,John Johnson
red squirrel,CZ,0.277,22.0,male,0.0,49.939097,14.179435,Bob Bobson,27.03.2024,John Johnson
red squirrel,Slovakia,0.321,18.0,female,0.0,48.226708,17.087853,Bob Bobson,27.03.2024,John Johnson
red squirrell,Czech Republic,0.271,19.0,female,0.0,49.938523,14.18244,Bob Bobson,27.03.2024,John Johnson
red squirrel,Poland,0.328,23.0,female,0.0,50.041504,19.950218,Bob Bobson,28.03.2024,Anne Anthony
red squirrel,Poland,0.278,23.0,female,0.0,50.041119,19.94973,Bob Bobson,28.03.2024,Anne Anthony
hedgehog,Czech Republic,0.6,18.0,female,0.0,49.937805,14.179716,Bob Bobson,28.03.2024,John Johnson
hedgehog,Czech Republic,0.7,15.0,female,0.0,49.93933,14.177877,Bob Bobson,28.03.2024,John Johnson
red squirrel,Hungary,0.273,23.0,female,0.0,47.507157,18.940379,Bob Bobson,29.03.2024,Anne Anthony
red squirrel,Austria,0.336,20.0,female,0.0,47.780752,14.383452,Bibi,29.03.2024,Bob Bobson
red squirrel,Austria,0.29,19.0,male,0.0,47.781078,14.384559,Bob Bobson,29.03.2024,Bob Bobson
red squirrell,Austria,0.337,22.0,male,0.0,47.781088,14.385534,Bob Bobson,29.03.2024,Bob Bobson
hedgehog,Slovakia,0.7,16.0,male,0.0,48.409138,18.863577,Bob Bobson,29.03.2024,John Johnson
red squirrel,Poland,0.289,24.0,male,0.0,50.041382,19.949403,Bob Bobson,30.03.2024,Anne Anthony
hedgehog,Germany,1.1,25.0,male,0.0,48.160773,11.49368,Bob Bobson,30.03.2024,Bob Bobson
hedgehog,Germany,0.6,15.0,female,0.0,48.160813,11.492539,Bob Bobson,30.03.2024,Bob Bobson
hedgehog,Germany,0.5,20.0,female,0.0,48.161605,11.49115,Bob Bobson,30.03.2024,Bob Bobson
hedgehog,Germany,0.7,20.0,male,0.0,48.162593,11.491872,Bob Bobson,30.03.2024,Bob Bobson
hedgehog,Germany,0.6,15.0,female,0.0,48.16142,11.495056,Bob Bobson,30.03.2024,Bob Bobson
hedgehog,Germany,0.5,16.0,female,0.0,48.162549,11.492991,Bob Bobson,30.03.2024,Bob Bobson
hedgehog,Germany,0.9,19.0,male,0.0,48.161646,11.493511,Bob Bobson,30.03.2024,Bob Bobson
red squirrel,Czech Republic,0.288,18.0,male,0.0,49.939,14.182239,Bob Bobson,30.03.2024,John Johnson
red squirrel,Slovakia,0.287,21.0,male,0.0,48.224897,17.085979,Bob Bobson,30.03.2024,John Johnson
red squirrel,Slovakia,0.286,18.0,male,0.0,48.228961,17.076478,Bob Bobson,30.03.2024,John Johnson
red squirrel,Poland,0.323,20.0,female,0.0,50.041366,19.949444,Bob Bobson,31.03.2024,Anne Anthony
red squirrel,Hungary,-0.25,19.0,female,0.0,47.509538,18.945968,Bob Bobson,31.03.2024,Anne Anthony
hedgehog,Slovakia,0.9,19.0,female,0.0,48.407464,18.87406,Bob Bobson,31.03.2024,John Johnson
red squirrel,Poland,0.323,19.0,female,0.0,50.041804,19.951361,Bob Bobson,01.04.2024,Anne Anthony
red squirrel,Hungary,0.337,18.0,female,0.0,47.511558,18.942454,Bob Bobson,01.04.2024,Anne Anthony
hedgehog,Slovakia,1.1,22.0,male,0.0,48.409754,18.870477,Bob Bobson,01.04.2024,John Johnson
red squirrel,Czech Republic,0.283,22.0,female,0.0,49.939191,14.180256,Bob Bobson,01.04.2024,John Johnson
red squirrel,Slovakia,0.26,22.0,female,0.0,48.23123,17.090253,Bob Bobson,01.04.2024,John Johnson
hedgehog,Hungary,0.6,20.0,female,0.0,48.504425,20.548744,Bob Bobson,02.04.2024,Anne Anthony
red squirrel,Poland,0.294,19.0,male,0.0,50.041131,19.949543,Bob Bobson,02.04.2024,Anne Anthony
red squirrel,Poland,0.3315,21.0,male,0.0,50.041552,19.949984,Bob Bobson,02.04.2024,Anne Anthony
red squirrel,Poland,0.312,23.0,female,0.0,50.041945,19.94932,Lola,02.04.2024,Anne Anthony
red squirrel,Poland,0.29,24.0,male,0.0,50.041925,19.950894,Bob Bobson,02.04.2024,Anne Anthony
red squirrel,Hungary,0.258,21.0,female,0.0,47.511582,18.942341,Bob Bobson,02.04.2024,Anne Anthony
hedgehog,Austria,0.8,15.0,female,0.0,47.319091,11.188058,Bob Bobson,02.04.2024,Bob Bobson
hedgehog,Germany,0.8,18.0,male,0.0,48.161892,11.493888,Bob Bobson,02.04.2024,Bob Bobson
hedgehog,Germany,0.6,15.0,female,0.0,48.161218,11.494677,Bob Bobson,02.04.2024,Bob Bobson
hedgehog,Germany,0.8,23.0,male,0.0,48.161452,11.495239,Bob Bobson,02.04.2024,Bob Bobson
hedgehog,Germany,0.6,16.0,female,0.0,48.160915,11.489927,Bob Bobson,02.04.2024,Bob Bobson
hedgehog,Germany,0.7,19.0,male,0.0,48.162169,11.495473,Bob Bobson,02.04.2024,Bob Bobson
hedgehog,Germany,1.0,25.0,female,0.0,49.54629,11.085729,Bob Bobson,02.04.2024,Bob Bobson
hedgehog,Germany,1.1,23.0,male,0.0,49.559558,11.08115,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Austria,0.273,19.0,female,0.0,47.781613,14.385153,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Austria,0.33,18.0,female,0.0,47.781637,14.385383,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Austria,0.262,18.0,female,0.0,47.781838,14.382938,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Austria,0.31,19.0,female,0.0,47.780925,14.383695,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Austria,0.334,21.0,female,0.0,47.781449,14.383421,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Austria,0.27,20.0,female,0.0,47.7818,14.383699,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Austria,0.277,18.0,male,0.0,47.781073,14.383506,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Germany,0.258,19.0,male,0.0,48.162251,11.494811,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Germany,0.256,16.0,female,0.0,48.160432,11.494472,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Germany,0.317,21.0,female,0.0,48.162563,11.495277,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Germany,0.266,18.0,female,0.0,48.161906,11.490434,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Germany,0.283,21.0,male,0.0,49.562324,11.092212,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Germany,0.305,18.0,female,0.0,49.561973,11.086554,Bob Bobson,02.04.2024,Bob Bobson
red squirrell,Austria,0.282,18.0,male,0.0,47.781755,14.385083,Bob Bobson,02.04.2024,Bob Bobson
red squirrell,Germany,0.318,18.0,male,0.0,49.557527,11.089447,Bob Bobson,02.04.2024,Bob Bobson
red squirrel,Slovakia,0.339,20.0,male,0.0,48.410771,18.865888,Bob Bobson,02.04.2024,John Johnson
red squirrel,Slovakia,0.302,19.0,male,0.0,48.410201,18.862513,Bob Bobson,02.04.2024,John Johnson
red squirrel,Slovakia,0.276,19.0,male,0.0,48.408111,18.865646,Bob Bobson,02.04.2024,John Johnson
red squirrel,Slovakia,0.252,19.0,female,0.0,48.410932,18.861704,Bob Bobson,02.04.2024,John Johnson
red squirrel,Slovakia,0.293,19.0,male,0.0,48.227614,17.072903,Bob Bobson,02.04.2024,John Johnson
red squirrel,Hungary,0.286,18.0,male,0.0,47.50826,18.948349,Bob Bobson,03.04.2024,Anne Anthony
hedgehog,Germany,1.2,22.0,male,0.0,49.551211,11.077661,Bob Bobson,03.04.2024,Bob Bobson
hedgehog,Germany,0.9,23.0,female,0.0,49.562583,11.082312,Bob Bobson,03.04.2024,Bob Bobson
hedgehog,Germany,0.7,23.0,female,0.0,49.547597,11.079679,Bob Bobson,03.04.2024,Bob Bobson
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.04.2024,James Johnson
hedgehog,Slovakia,1.2,26.0,male,0.0,48.40912,18.869274,Bob Bobson,03.04.2024,John Johnson
red squirrel,Czech Republic,0.258,21.0,female,0.0,49.938787,14.178284,Bob Bobson,03.04.2024,John Johnson
hedgehog,Hungary,0.7,23.0,female,0.0,47.508516,18.949429,Bob Bobson,04.04.2024,Anne Anthony
hedgehog,Hungary,1.2,24.0,male,0.0,47.508941,18.948915,Bob Bobson,04.04.2024,Anne Anthony
red squirrel,Poland,0.337,22.0,female,0.0,50.041819,19.951542,Bob Bobson,04.04.2024,Anne Anthony
red squirrel,Poland,0.272,23.0,female,0.0,50.0418,19.950244,Bob Bobson,04.04.2024,Anne Anthony
red squirrel,Hungary,0.262,22.0,male,0.0,47.508905,18.94657,Bob Bobson,04.04.2024,Anne Anthony
hedgehog,Hungary,0.8,17.0,female,0.0,47.507073,18.947873,Bob Bobson,05.04.2024,Anne Anthony
hedgehog,Austria,0.9,22.0,female,0.0,47.31758,11.187606,Bob Bobson,05.04.2024,Bob Bobson
hedgehog,Austria,0.8,16.0,male,0.0,47.31947,11.18573,Bob Bobson,05.04.2024,Bob Bobson
hedgehog,Austria,0.7,18.0,male,0.0,47.319812,11.18479,Bob Bobson,05.04.2024,Bob Bobson
hedgehog,Austria,0.8,20.0,female,0.0,47.316383,11.188381,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Austria,0.299,20.0,female,0.0,47.781131,14.382207,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Australia,0.266,20.0,female,0.0,47.781632,14.382365,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Austria,0.308,18.0,male,0.0,47.780904,14.385669,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Austria,0.264,22.0,male,0.0,47.781089,14.385211,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Austria,0.322,20.0,male,0.0,47.781333,14.382547,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Austria,0.332,18.0,female,0.0,47.780927,14.382188,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Austria,0.253,21.0,male,0.0,47.856032,15.076768,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Germany,0.317,20.0,female,0.0,49.545913,11.081051,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Germany,0.327,20.0,male,0.0,49.550428,11.077659,Bob Bobson,05.04.2024,Bob Bobson
red squirrel,Germany,0.255,19.0,female,0.0,49.558869,11.076638,Bob Bobson,05.04.2024,Bob Bobson
hedgehog,Slovakia,0.8,21.0,female,0.0,48.412408,18.869074,Bob Bobson,05.04.2024,John Johnson
red squirrel,Slovakia,0.3,19.0,female,0.0,48.229837,17.089218,Bob Bobson,05.04.2024,John Johnson
hedgehog,HU,0.7,16.0,female,0.0,47.510231,18.940042,Bob Bobson,06.04.2024,Anne Anthony
hedgehog,Hungary,0.8,14.0,female,0.0,47.509073,18.946838,Bob Bobson,06.04.2024,Anne Anthony
red squirrel,Poland,0.348,23.0,male,0.0,50.041252,19.950033,Bob Bobson,06.04.2024,Anne Anthony
red squirrel,Austria,0.294,22.0,male,0.0,47.855007,15.076539,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.299,19.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.314,19.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.297,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.298,21.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.301,19.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.267,20.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.3,21.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.3,21.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.264,22.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.251,21.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.302,22.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.262,22.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.301,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.243,19.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.314,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.244,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.25,22.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.272,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.289,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.315,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.304,21.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.241,19.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.248,22.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Germany,0.29,21.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Austria,0.319,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Austria,0.292,19.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Austria,0.319,19.0,female,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Austria,0.298,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Austria,0.255,22.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Austria,0.3,20.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
red squirrel,Austria,0.252,21.0,male,0.0,49.560723,18.944015,Bob Bobson,06.04.2024,Bob Bobson
hedgehog,Slovakia,0.8,17.0,male,0.0,48.409645,18.872415,Bob Bobson,06.04.2024,John Johnson
red squirrel,Czech Republic,0.316,23.0,female,0.0,49.93931,14.181266,Bob Bobson,06.04.2024,John Johnson
red squirrel,Czech Republic,0.327,21.0,male,0.0,49.938616,14.181291,Bob Bobson,06.04.2024,John Johnson
red squirrel,Czech Republic,0.288,18.0,male,0.0,49.937839,14.179075,Bob Bobson,06.04.2024,John Johnson
red squirrel,Czech Republic,0.313,22.0,female,0.0,49.939308,14.180747,Bob Bobson,06.04.2024,John Johnson
hedgehog,Hungary,0.9,16.0,female,0.0,47.506638,18.940091,Bob Bobson,07.04.2024,Anne Anthony
red squirrel,Hungary,0.319,18.0,male,0.0,47.508665,18.940456,Bob Bobson,07.04.2024,Anne Anthony
red squirrell,Hungary,0.28,21.0,female,0.0,47.510978,18.942963,Bob Bobson,07.04.2024,Anne Anthony
red squirrel,Austria,0.264,22.0,female,0.0,47.857586,15.081328,Bob Bobson,07.04.2024,Bob Bobson
red squirrel,Austria,0.334,19.0,male,0.0,47.856971,15.078984,Bob Bobson,07.04.2024,Bob Bobson
red squirrel,Austria,0.278,21.0,male,0.0,47.856769,15.076411,Bob Bobson,07.04.2024,Bob Bobson
red squirrel,Austria,0.333,22.0,female,0.0,47.855379,15.077237,Lola,07.04.2024,Bob Bobson
red squirrel,Austria,0.323,23.0,male,0.0,47.856015,15.08325,Bob Bobson,07.04.2024,Bob Bobson
hedgehog,Slovakia,1.1,16.0,female,0.0,48.413154,18.875356,Bob Bobson,07.04.2024,John Johnson
red squirrel,PL,0.265,22.0,female,0.0,50.041147,19.95046,Bob Bobson,08.04.2024,Anne Anthony
red squirrel,Austria,0.27,23.0,female,0.0,47.853881,15.078367,Bob Bobson,08.04.2024,Bob Bobson
red squirrel,Austria,0.299,19.0,female,0.0,47.854855,15.082168,Sissi,08.04.2024,Bob Bobson
red squirrel,Austria,0.3,21.0,male,0.0,47.855216,15.078877,Bob Bobson,08.04.2024,Bob Bobson
red squirrel,Austria,0.338,19.0,male,0.0,47.857495,15.07895,Bob Bobson,08.04.2024,Bob Bobson
red squirrel,Austria,0.285,21.0,female,0.0,47.853875,15.078745,Bob Bobson,08.04.2024,Bob Bobson
red squirrel,Austria,0.333,19.0,female,0.0,47.854756,15.082892,Sissi,08.04.2024,Bob Bobson
red squirrel,Austria,0.323,23.0,male,0.0,47.854099,15.076812,Bob Bobson,08.04.2024,Bob Bobson
hedgehog,Slovakia,1.1,25.0,male,0.0,48.41259,18.87302,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,-0.252,21.0,male,0.0,49.057599,22.422203,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.26,18.0,male,0.0,49.053175,22.414666,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.329,20.0,male,0.0,49.054663,22.412082,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.33,21.0,female,0.0,49.055275,22.41421,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.271,23.0,male,0.0,49.052914,22.42299,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.298,18.0,female,0.0,49.055453,22.423536,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.281,23.0,male,0.0,49.056583,22.415432,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.316,22.0,female,0.0,49.054586,22.41368,Bob Bobson,08.04.2024,John Johnson
red squirrel,Slovakia,0.265,18.0,male,0.0,49.056946,22.424916,Bob Bobson,08.04.2024,John Johnson
red squirrel,Poland,0.296,22.0,male,0.0,50.041497,19.950657,Bob Bobson,09.04.2024,Anne Anthony
red squirrel,Hungary,0.257,20.0,female,0.0,47.509375,18.939808,Bob Bobson,09.04.2024,Anne Anthony
red squirrel,Czech Republic,0.313,21.0,male,0.0,49.937425,14.182723,Bob Bobson,09.04.2024,John Johnson
red squirrel,Czech Republic,0.282,19.0,female,0.0,49.939072,14.180063,Bob Bobson,09.04.2024,John Johnson
hedgehog,Slovakia,1.2,26.0,male,0.0,48.409469,18.861715,Bob Bobson,10.04.2024,John Johnson
red squirrel,Czech Republic,0.257,21.0,male,0.0,50.107147,14.347009,Bob Bobson,10.04.2024,John Johnson
hedgehog,Hungary,0.8,17.0,female,0.0,47.507081,18.939062,Bob Bobson,11.04.2024,Anne Anthony
red squirrel,Poland,0.325,20.0,female,0.0,50.041347,19.950773,Bob Bobson,11.04.2024,Anne Anthony
red squirrel,Hungary,0.275,21.0,female,0.0,47.506071,18.949311,Bob Bobson,11.04.2024,Anne Anthony
red squirrel,Hungary,0.285,20.0,male,0.0,47.509655,18.943576,Bob Bobson,11.04.2024,Anne Anthony
red squirrel,Australia,0.31,23.0,male,0.0,47.856092,15.083547,Bob Bobson,11.04.2024,Bob Bobson
red squirrel,Austria,0.256,19.0,male,0.0,47.854876,15.08295,Bob Bobson,11.04.2024,Bob Bobson
red squirrel,Austria,0.285,23.0,male,0.0,47.857535,15.078083,Bob Bobson,11.04.2024,Bob Bobson
red squirrel,Germany,0.303,19.0,female,0.0,48.162437,11.494298,Bob Bobson,11.04.2024,Bob Bobson
